graph_type,n,num_nodes,num_edges,algorithm,time_ns,num_colors
Grafo Estrella,4,4,3,Brute Force,19708,2
Grafo Estrella,5,5,4,Brute Force,21208,2
Grafo Estrella,6,6,5,Brute Force,26000,2
Grafo Estrella,7,7,6,Brute Force,26792,2
Grafo Estrella,8,8,7,Brute Force,27792,2
Grafo Estrella,9,9,8,Brute Force,30583,2
Grafo Estrella,2,2,1,Brute Force,25083,2
Grafo Estrella,3,3,2,Brute Force,17709,2
Grafo Estrella,4,4,3,Brute Force,20583,2
Grafo Estrella,5,5,4,Brute Force,21125,2
Grafo Estrella,6,6,5,Brute Force,23000,2
Grafo Estrella,7,7,6,Brute Force,24875,2
Grafo Estrella,8,8,7,Brute Force,24916,2
Grafo Estrella,9,9,8,Brute Force,43583,2
Grafo Estrella,2,2,1,Brute Force,17834,2
Grafo Estrella,3,3,2,Brute Force,18334,2
Grafo Estrella,4,4,3,Brute Force,18833,2
Grafo Estrella,5,5,4,Brute Force,20833,2
Grafo Estrella,6,6,5,Brute Force,22458,2
Grafo Estrella,7,7,6,Brute Force,23583,2
Grafo Estrella,8,8,7,Brute Force,25000,2
Grafo Estrella,9,9,8,Brute Force,26459,2
Grafo Estrella,2,2,1,Brute Force,29500,2
Grafo Estrella,3,3,2,Brute Force,21625,2
Grafo Estrella,4,4,3,Brute Force,20334,2
Grafo Estrella,5,5,4,Brute Force,21041,2
Grafo Estrella,6,6,5,Brute Force,23542,2
Grafo Estrella,7,7,6,Brute Force,24375,2
Grafo Estrella,8,8,7,Brute Force,26208,2
Grafo Estrella,9,9,8,Brute Force,27084,2
Grafo Estrella,2,2,1,Brute Force,12000,2
Grafo Estrella,3,3,2,Brute Force,15000,2
Grafo Estrella,4,4,3,Brute Force,18250,2
Grafo Estrella,5,5,4,Brute Force,22833,2
Grafo Estrella,6,6,5,Brute Force,22166,2
Grafo Estrella,7,7,6,Brute Force,25292,2
Grafo Estrella,8,8,7,Brute Force,25125,2
Grafo Estrella,9,9,8,Brute Force,26333,2
Grafo Estrella,2,2,1,Brute Force,11291,2
Grafo Estrella,3,3,2,Brute Force,14875,2
Grafo Estrella,4,4,3,Brute Force,18084,2
Grafo Estrella,5,5,4,Brute Force,19792,2
Grafo Estrella,6,6,5,Brute Force,21667,2
Grafo Estrella,7,7,6,Brute Force,23958,2
Grafo Estrella,8,8,7,Brute Force,24917,2
Grafo Estrella,9,9,8,Brute Force,26292,2
Grafo Estrella,2,2,1,Brute Force,11125,2
Grafo Estrella,3,3,2,Brute Force,14083,2
Grafo Estrella,4,4,3,Brute Force,17458,2
Grafo Estrella,5,5,4,Brute Force,18750,2
Grafo Estrella,6,6,5,Brute Force,21708,2
Grafo Estrella,7,7,6,Brute Force,24083,2
Grafo Estrella,8,8,7,Brute Force,24542,2
Grafo Estrella,9,9,8,Brute Force,31958,2
Grafo Estrella,2,2,1,Brute Force,13750,2
Grafo Estrella,3,3,2,Brute Force,16417,2
Grafo Estrella,4,4,3,Brute Force,18834,2
Grafo Estrella,5,5,4,Brute Force,19250,2
Grafo Estrella,6,6,5,Brute Force,21875,2
Grafo Estrella,7,7,6,Brute Force,23000,2
Grafo Estrella,8,8,7,Brute Force,24041,2
Grafo Estrella,9,9,8,Brute Force,25875,2
Grafo Estrella,2,2,1,Brute Force,11042,2
Grafo Estrella,3,3,2,Brute Force,15042,2
Grafo Estrella,4,4,3,Brute Force,18625,2
Grafo Estrella,5,5,4,Brute Force,19208,2
Grafo Estrella,6,6,5,Brute Force,21166,2
Grafo Estrella,7,7,6,Brute Force,22750,2
Grafo Estrella,8,8,7,Brute Force,24042,2
Grafo Estrella,9,9,8,Brute Force,25875,2
Grafo Estrella,2,2,1,Brute Force,11958,2
Grafo Estrella,3,3,2,Brute Force,14916,2
Grafo Estrella,4,4,3,Brute Force,17792,2
Grafo Estrella,5,5,4,Brute Force,23500,2
Grafo Estrella,6,6,5,Brute Force,21666,2
Grafo Estrella,7,7,6,Brute Force,26500,2
Grafo Estrella,8,8,7,Brute Force,24625,2
Grafo Estrella,9,9,8,Brute Force,26459,2
Grafo Camino,1,1,0,Brute Force,5417,1
Grafo Camino,2,2,1,Brute Force,11416,2
Grafo Camino,3,3,2,Brute Force,12292,2
Grafo Camino,4,4,3,Brute Force,17167,2
Grafo Camino,5,5,4,Brute Force,26584,2
Grafo Camino,6,6,5,Brute Force,28000,2
Grafo Camino,7,7,6,Brute Force,29333,2
Grafo Camino,8,8,7,Brute Force,37125,2
Grafo Camino,9,9,8,Brute Force,44750,2
Grafo Camino,1,1,0,Brute Force,4709,1
Grafo Camino,2,2,1,Brute Force,11500,2
Grafo Camino,3,3,2,Brute Force,12875,2
Grafo Camino,4,4,3,Brute Force,16292,2
Grafo Camino,5,5,4,Brute Force,25625,2
Grafo Camino,6,6,5,Brute Force,27291,2
Grafo Camino,7,7,6,Brute Force,29000,2
Grafo Camino,8,8,7,Brute Force,36500,2
Grafo Camino,9,9,8,Brute Force,42875,2
Grafo Camino,1,1,0,Brute Force,5750,1
Grafo Camino,2,2,1,Brute Force,11500,2
Grafo Camino,3,3,2,Brute Force,12375,2
Grafo Camino,4,4,3,Brute Force,16791,2
Grafo Camino,5,5,4,Brute Force,25458,2
Grafo Camino,6,6,5,Brute Force,28125,2
Grafo Camino,7,7,6,Brute Force,28584,2
Grafo Camino,8,8,7,Brute Force,36417,2
Grafo Camino,9,9,8,Brute Force,42792,2
Grafo Camino,1,1,0,Brute Force,4542,1
Grafo Camino,2,2,1,Brute Force,11083,2
Grafo Camino,3,3,2,Brute Force,12625,2
Grafo Camino,4,4,3,Brute Force,16667,2
Grafo Camino,5,5,4,Brute Force,25042,2
Grafo Camino,6,6,5,Brute Force,28375,2
Grafo Camino,7,7,6,Brute Force,28542,2
Grafo Camino,8,8,7,Brute Force,36500,2
Grafo Camino,9,9,8,Brute Force,54958,2
Grafo Camino,1,1,0,Brute Force,7875,1
Grafo Camino,2,2,1,Brute Force,12667,2
Grafo Camino,3,3,2,Brute Force,13833,2
Grafo Camino,4,4,3,Brute Force,22000,2
Grafo Camino,5,5,4,Brute Force,27792,2
Grafo Camino,6,6,5,Brute Force,28208,2
Grafo Camino,7,7,6,Brute Force,29792,2
Grafo Camino,8,8,7,Brute Force,37542,2
Grafo Camino,9,9,8,Brute Force,44500,2
Grafo Camino,1,1,0,Brute Force,5042,1
Grafo Camino,2,2,1,Brute Force,11042,2
Grafo Camino,3,3,2,Brute Force,12583,2
Grafo Camino,4,4,3,Brute Force,17500,2
Grafo Camino,5,5,4,Brute Force,27291,2
Grafo Camino,6,6,5,Brute Force,28125,2
Grafo Camino,7,7,6,Brute Force,29292,2
Grafo Camino,8,8,7,Brute Force,36458,2
Grafo Camino,9,9,8,Brute Force,44083,2
Grafo Camino,1,1,0,Brute Force,4708,1
Grafo Camino,2,2,1,Brute Force,11000,2
Grafo Camino,3,3,2,Brute Force,16291,2
Grafo Camino,4,4,3,Brute Force,17541,2
Grafo Camino,5,5,4,Brute Force,26250,2
Grafo Camino,6,6,5,Brute Force,28500,2
Grafo Camino,7,7,6,Brute Force,34250,2
Grafo Camino,8,8,7,Brute Force,38959,2
Grafo Camino,9,9,8,Brute Force,43667,2
Grafo Camino,1,1,0,Brute Force,5584,1
Grafo Camino,2,2,1,Brute Force,11500,2
Grafo Camino,3,3,2,Brute Force,12666,2
Grafo Camino,4,4,3,Brute Force,16500,2
Grafo Camino,5,5,4,Brute Force,26416,2
Grafo Camino,6,6,5,Brute Force,28000,2
Grafo Camino,7,7,6,Brute Force,29083,2
Grafo Camino,8,8,7,Brute Force,36417,2
Grafo Camino,9,9,8,Brute Force,43125,2
Grafo Camino,1,1,0,Brute Force,4791,1
Grafo Camino,2,2,1,Brute Force,10833,2
Grafo Camino,3,3,2,Brute Force,12750,2
Grafo Camino,4,4,3,Brute Force,19583,2
Grafo Camino,5,5,4,Brute Force,25583,2
Grafo Camino,6,6,5,Brute Force,27500,2
Grafo Camino,7,7,6,Brute Force,29250,2
Grafo Camino,8,8,7,Brute Force,38000,2
Grafo Camino,9,9,8,Brute Force,44250,2
Grafo Camino,1,1,0,Brute Force,4708,1
Grafo Camino,2,2,1,Brute Force,80625,2
Grafo Camino,3,3,2,Brute Force,12917,2
Grafo Camino,4,4,3,Brute Force,16458,2
Grafo Camino,5,5,4,Brute Force,25750,2
Grafo Camino,6,6,5,Brute Force,27292,2
Grafo Camino,7,7,6,Brute Force,28792,2
Grafo Camino,8,8,7,Brute Force,36542,2
Grafo Camino,9,9,8,Brute Force,43125,2
Árbol Binario (altura),1,3,2,Brute Force,14708,2
Árbol Binario (altura),2,7,6,Brute Force,26750,2
Árbol Binario (altura),3,15,14,Brute Force,92416,2
Árbol Binario (altura),4,31,30,Brute Force,9930667,2
Árbol Binario (altura),1,3,2,Brute Force,30750,2
Árbol Binario (altura),2,7,6,Brute Force,29750,2
Árbol Binario (altura),3,15,14,Brute Force,94500,2
Árbol Binario (altura),4,31,30,Brute Force,9591541,2
Árbol Binario (altura),1,3,2,Brute Force,20166,2
Árbol Binario (altura),2,7,6,Brute Force,29166,2
Árbol Binario (altura),3,15,14,Brute Force,90333,2
Árbol Binario (altura),4,31,30,Brute Force,9467875,2
Árbol Binario (altura),1,3,2,Brute Force,18792,2
Árbol Binario (altura),2,7,6,Brute Force,27459,2
Árbol Binario (altura),3,15,14,Brute Force,94125,2
Árbol Binario (altura),4,31,30,Brute Force,9983000,2
Árbol Binario (altura),1,3,2,Brute Force,25458,2
Árbol Binario (altura),2,7,6,Brute Force,29958,2
Árbol Binario (altura),3,15,14,Brute Force,104667,2
Árbol Binario (altura),4,31,30,Brute Force,9831584,2
Árbol Binario (altura),1,3,2,Brute Force,24750,2
Árbol Binario (altura),2,7,6,Brute Force,28083,2
Árbol Binario (altura),3,15,14,Brute Force,161083,2
Árbol Binario (altura),4,31,30,Brute Force,9781750,2
Árbol Binario (altura),1,3,2,Brute Force,16458,2
Árbol Binario (altura),2,7,6,Brute Force,27917,2
Árbol Binario (altura),3,15,14,Brute Force,92250,2
Árbol Binario (altura),4,31,30,Brute Force,9920875,2
Árbol Binario (altura),1,3,2,Brute Force,27750,2
Árbol Binario (altura),2,7,6,Brute Force,29791,2
Árbol Binario (altura),3,15,14,Brute Force,94417,2
Árbol Binario (altura),4,31,30,Brute Force,9608583,2
Árbol Binario (altura),1,3,2,Brute Force,17750,2
Árbol Binario (altura),2,7,6,Brute Force,28750,2
Árbol Binario (altura),3,15,14,Brute Force,91875,2
Árbol Binario (altura),4,31,30,Brute Force,9728416,2
Árbol Binario (altura),1,3,2,Brute Force,19959,2
Árbol Binario (altura),2,7,6,Brute Force,28209,2
Árbol Binario (altura),3,15,14,Brute Force,90125,2
Árbol Binario (altura),4,31,30,Brute Force,9796917,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,16083,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,20459,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,26084,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,34083,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,44458,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,51958,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,68750,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,78417,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,93375,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,12375,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,18042,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,24917,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,33667,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,42625,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,51750,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,63500,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,76625,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,103209,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,11792,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,17875,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,24958,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,34083,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,125292,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,51709,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,63000,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,77542,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,90542,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,11917,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,18041,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,24834,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,34000,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,42000,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,51709,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,62625,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,76542,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,91542,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,11542,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,24125,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,27208,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,35584,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,43000,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,53167,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,64375,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,77958,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,93917,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,12708,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,17750,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,25291,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,33542,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,47291,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,51000,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,63500,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,77625,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,90459,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,11584,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,17666,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,24625,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,33000,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,42083,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,51375,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,63375,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,75709,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,93541,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,11500,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,18375,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,24250,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,33125,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,42334,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,51458,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,62334,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,75250,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,89500,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,11250,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,17916,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,23917,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,33250,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,41917,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,50792,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,63083,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,76500,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,89083,2
"Grafo Bipartito K(n,n)",1,2,1,Brute Force,11334,2
"Grafo Bipartito K(n,n)",2,4,4,Brute Force,18041,2
"Grafo Bipartito K(n,n)",3,6,9,Brute Force,24875,2
"Grafo Bipartito K(n,n)",4,8,16,Brute Force,32917,2
"Grafo Bipartito K(n,n)",5,10,25,Brute Force,41708,2
"Grafo Bipartito K(n,n)",6,12,36,Brute Force,50792,2
"Grafo Bipartito K(n,n)",7,14,49,Brute Force,62042,2
"Grafo Bipartito K(n,n)",8,16,64,Brute Force,76334,2
"Grafo Bipartito K(n,n)",9,18,81,Brute Force,171333,2
Grafo Rueda,3,4,6,Brute Force,142792,4
Grafo Rueda,4,5,8,Brute Force,68333,3
Grafo Rueda,5,6,10,Brute Force,481667,4
Grafo Rueda,6,7,12,Brute Force,101250,3
Grafo Rueda,7,8,14,Brute Force,398125,4
Grafo Rueda,8,9,16,Brute Force,102417,3
Grafo Rueda,9,10,18,Brute Force,807334,4
Grafo Rueda,3,4,6,Brute Force,208833,4
Grafo Rueda,4,5,8,Brute Force,62667,3
Grafo Rueda,5,6,10,Brute Force,479125,4
Grafo Rueda,6,7,12,Brute Force,83667,3
Grafo Rueda,7,8,14,Brute Force,368208,4
Grafo Rueda,8,9,16,Brute Force,99375,3
Grafo Rueda,9,10,18,Brute Force,803583,4
Grafo Rueda,3,4,6,Brute Force,119791,4
Grafo Rueda,4,5,8,Brute Force,61416,3
Grafo Rueda,5,6,10,Brute Force,472917,4
Grafo Rueda,6,7,12,Brute Force,83334,3
Grafo Rueda,7,8,14,Brute Force,350792,4
Grafo Rueda,8,9,16,Brute Force,98666,3
Grafo Rueda,9,10,18,Brute Force,811250,4
Grafo Rueda,3,4,6,Brute Force,295500,4
Grafo Rueda,4,5,8,Brute Force,61583,3
Grafo Rueda,5,6,10,Brute Force,477000,4
Grafo Rueda,6,7,12,Brute Force,99875,3
Grafo Rueda,7,8,14,Brute Force,354583,4
Grafo Rueda,8,9,16,Brute Force,100167,3
Grafo Rueda,9,10,18,Brute Force,798625,4
Grafo Rueda,3,4,6,Brute Force,118208,4
Grafo Rueda,4,5,8,Brute Force,63625,3
Grafo Rueda,5,6,10,Brute Force,471375,4
Grafo Rueda,6,7,12,Brute Force,85792,3
Grafo Rueda,7,8,14,Brute Force,348417,4
Grafo Rueda,8,9,16,Brute Force,102125,3
Grafo Rueda,9,10,18,Brute Force,791917,4
Grafo Rueda,3,4,6,Brute Force,117958,4
Grafo Rueda,4,5,8,Brute Force,61750,3
Grafo Rueda,5,6,10,Brute Force,492000,4
Grafo Rueda,6,7,12,Brute Force,83792,3
Grafo Rueda,7,8,14,Brute Force,350916,4
Grafo Rueda,8,9,16,Brute Force,98000,3
Grafo Rueda,9,10,18,Brute Force,797958,4
Grafo Rueda,3,4,6,Brute Force,119333,4
Grafo Rueda,4,5,8,Brute Force,61166,3
Grafo Rueda,5,6,10,Brute Force,471959,4
Grafo Rueda,6,7,12,Brute Force,82500,3
Grafo Rueda,7,8,14,Brute Force,349209,4
