graph_type,n,num_nodes,num_edges,algorithm,time_ns,num_colors
Grafo Cíclico,4,4,4,Welsh-Powell,9917,2
Grafo Cíclico,5,5,5,Greedy,8042,3
Grafo Cíclico,5,5,5,Welsh-Powell,11792,3
Grafo Cíclico,6,6,6,Greedy,9459,2
Grafo Cíclico,6,6,6,Welsh-Powell,14042,2
Grafo Cíclico,7,7,7,Greedy,10458,3
Grafo Cíclico,7,7,7,Welsh-Powell,16000,3
Grafo Cíclico,8,8,8,Greedy,11833,3
Grafo Cíclico,8,8,8,Welsh-Powell,17833,2
Grafo Cíclico,9,9,9,Greedy,13000,3
Grafo Cíclico,9,9,9,Welsh-Powell,19750,3
Grafo Cíclico,10,10,10,Greedy,14208,3
Grafo Cíclico,10,10,10,Welsh-Powell,21584,2
Grafo Cíclico,11,11,11,Greedy,15458,3
Grafo Cíclico,11,11,11,Welsh-Powell,24000,3
Grafo Cíclico,12,12,12,Greedy,16667,3
Grafo Cíclico,12,12,12,Welsh-Powell,25500,2
Grafo Cíclico,13,13,13,Greedy,23500,3
Grafo Cíclico,13,13,13,Welsh-Powell,27625,3
Grafo Cíclico,14,14,14,Greedy,18667,3
Grafo Cíclico,14,14,14,Welsh-Powell,29209,2
Grafo Cíclico,15,15,15,Greedy,20250,3
Grafo Cíclico,15,15,15,Welsh-Powell,31333,3
Grafo Cíclico,16,16,16,Greedy,21875,3
Grafo Cíclico,16,16,16,Welsh-Powell,33459,2
Grafo Cíclico,17,17,17,Greedy,22625,3
Grafo Cíclico,17,17,17,Welsh-Powell,35667,3
Grafo Cíclico,18,18,18,Greedy,23792,3
Grafo Cíclico,18,18,18,Welsh-Powell,37000,2
Grafo Cíclico,19,19,19,Greedy,24833,3
Grafo Cíclico,19,19,19,Welsh-Powell,38416,3
Grafo Cíclico,20,20,20,Greedy,25917,3
Grafo Cíclico,20,20,20,Welsh-Powell,41042,2
Grafo Cíclico,21,21,21,Greedy,27375,3
Grafo Cíclico,21,21,21,Welsh-Powell,42708,3
Grafo Cíclico,22,22,22,Greedy,28959,3
Grafo Cíclico,22,22,22,Welsh-Powell,44833,2
Grafo Cíclico,23,23,23,Greedy,29875,3
Grafo Cíclico,23,23,23,Welsh-Powell,47042,3
Grafo Cíclico,24,24,24,Greedy,30917,3
Grafo Cíclico,24,24,24,Welsh-Powell,48792,2
Grafo Cíclico,25,25,25,Greedy,31959,3
Grafo Cíclico,25,25,25,Welsh-Powell,50791,3
Grafo Cíclico,26,26,26,Greedy,33250,3
Grafo Cíclico,26,26,26,Welsh-Powell,52500,2
Grafo Cíclico,27,27,27,Greedy,34167,3
Grafo Cíclico,27,27,27,Welsh-Powell,54917,3
Grafo Cíclico,28,28,28,Greedy,35625,3
Grafo Cíclico,28,28,28,Welsh-Powell,56750,2
Grafo Cíclico,29,29,29,Greedy,36792,3
Grafo Cíclico,29,29,29,Welsh-Powell,59750,3
Grafo Cíclico,30,30,30,Greedy,38125,3
Grafo Cíclico,30,30,30,Welsh-Powell,60167,2
Grafo Cíclico,31,31,31,Greedy,39458,3
Grafo Cíclico,31,31,31,Welsh-Powell,62375,3
Grafo Cíclico,32,32,32,Greedy,40791,3
Grafo Cíclico,32,32,32,Welsh-Powell,65167,2
Grafo Cíclico,33,33,33,Greedy,42458,3
Grafo Cíclico,33,33,33,Welsh-Powell,66834,3
Grafo Cíclico,34,34,34,Greedy,43041,3
Grafo Cíclico,34,34,34,Welsh-Powell,68958,2
Grafo Cíclico,35,35,35,Greedy,43959,3
Grafo Cíclico,35,35,35,Welsh-Powell,70583,3
Grafo Cíclico,36,36,36,Greedy,45333,3
Grafo Cíclico,36,36,36,Welsh-Powell,72084,2
Grafo Cíclico,37,37,37,Greedy,46625,3
Grafo Cíclico,37,37,37,Welsh-Powell,74667,3
Grafo Cíclico,38,38,38,Greedy,47791,3
Grafo Cíclico,38,38,38,Welsh-Powell,80292,2
Grafo Cíclico,39,39,39,Greedy,49250,3
Grafo Cíclico,39,39,39,Welsh-Powell,78666,3
Grafo Cíclico,3,3,3,Greedy,9291,3
Grafo Cíclico,3,3,3,Welsh-Powell,10792,3
Grafo Cíclico,4,4,4,Greedy,7584,2
Grafo Cíclico,4,4,4,Welsh-Powell,10750,2
Grafo Cíclico,5,5,5,Greedy,9000,3
Grafo Cíclico,5,5,5,Welsh-Powell,12792,3
Grafo Cíclico,6,6,6,Greedy,9625,2
Grafo Cíclico,6,6,6,Welsh-Powell,14209,2
Grafo Cíclico,7,7,7,Greedy,10916,3
Grafo Cíclico,7,7,7,Welsh-Powell,16166,3
Grafo Cíclico,8,8,8,Greedy,12291,3
Grafo Cíclico,8,8,8,Welsh-Powell,18166,2
Grafo Cíclico,9,9,9,Greedy,13208,3
Grafo Cíclico,9,9,9,Welsh-Powell,19916,3
Grafo Cíclico,10,10,10,Greedy,14500,3
Grafo Cíclico,10,10,10,Welsh-Powell,21542,2
Grafo Cíclico,11,11,11,Greedy,15959,3
Grafo Cíclico,11,11,11,Welsh-Powell,24208,3
Grafo Cíclico,12,12,12,Greedy,17041,3
Grafo Cíclico,12,12,12,Welsh-Powell,25916,2
Grafo Cíclico,13,13,13,Greedy,18041,3
Grafo Cíclico,13,13,13,Welsh-Powell,27792,3
Grafo Cíclico,14,14,14,Greedy,19041,3
Grafo Cíclico,14,14,14,Welsh-Powell,29292,2
Grafo Cíclico,15,15,15,Greedy,20875,3
Grafo Cíclico,15,15,15,Welsh-Powell,31792,3
Grafo Cíclico,16,16,16,Greedy,23584,3
Grafo Cíclico,16,16,16,Welsh-Powell,34291,2
Grafo Cíclico,17,17,17,Greedy,23042,3
Grafo Cíclico,17,17,17,Welsh-Powell,35458,3
Grafo Cíclico,18,18,18,Greedy,24041,3
Grafo Cíclico,18,18,18,Welsh-Powell,36667,2
Grafo Cíclico,19,19,19,Greedy,24958,3
Grafo Cíclico,19,19,19,Welsh-Powell,38500,3
Grafo Cíclico,20,20,20,Greedy,25834,3
Grafo Cíclico,20,20,20,Welsh-Powell,40250,2
Grafo Cíclico,21,21,21,Greedy,27042,3
Grafo Cíclico,21,21,21,Welsh-Powell,42292,3
Grafo Cíclico,22,22,22,Greedy,28584,3
Grafo Cíclico,22,22,22,Welsh-Powell,44542,2
Grafo Cíclico,23,23,23,Greedy,29958,3
Grafo Cíclico,23,23,23,Welsh-Powell,46584,3
Grafo Cíclico,24,24,24,Greedy,30958,3
Grafo Cíclico,24,24,24,Welsh-Powell,48583,2
Grafo Cíclico,25,25,25,Greedy,32416,3
Grafo Cíclico,25,25,25,Welsh-Powell,50084,3
Grafo Cíclico,26,26,26,Greedy,33000,3
Grafo Cíclico,26,26,26,Welsh-Powell,52542,2
Grafo Cíclico,27,27,27,Greedy,34125,3
Grafo Cíclico,27,27,27,Welsh-Powell,54042,3
Grafo Cíclico,28,28,28,Greedy,36000,3
Grafo Cíclico,28,28,28,Welsh-Powell,56000,2
Grafo Cíclico,29,29,29,Greedy,36167,3
Grafo Cíclico,29,29,29,Welsh-Powell,57583,3
Grafo Cíclico,30,30,30,Greedy,37334,3
Grafo Cíclico,30,30,30,Welsh-Powell,59250,2
Grafo Cíclico,31,31,31,Greedy,38917,3
Grafo Cíclico,31,31,31,Welsh-Powell,61750,3
Grafo Cíclico,32,32,32,Greedy,41084,3
Grafo Cíclico,32,32,32,Welsh-Powell,65333,2
Grafo Cíclico,33,33,33,Greedy,41833,3
Grafo Cíclico,33,33,33,Welsh-Powell,66625,3
Grafo Cíclico,34,34,34,Greedy,43375,3
Grafo Cíclico,34,34,34,Welsh-Powell,67458,2
Grafo Cíclico,35,35,35,Greedy,43333,3
Grafo Cíclico,35,35,35,Welsh-Powell,70042,3
Grafo Cíclico,36,36,36,Greedy,46791,3
Grafo Cíclico,36,36,36,Welsh-Powell,72625,2
Grafo Cíclico,37,37,37,Greedy,47125,3
Grafo Cíclico,37,37,37,Welsh-Powell,74709,3
Grafo Cíclico,38,38,38,Greedy,47833,3
Grafo Cíclico,38,38,38,Welsh-Powell,76208,2
Grafo Cíclico,39,39,39,Greedy,48750,3
Grafo Cíclico,39,39,39,Welsh-Powell,77583,3
Grafo Cíclico,3,3,3,Greedy,7125,3
Grafo Cíclico,3,3,3,Welsh-Powell,8792,3
Grafo Cíclico,4,4,4,Greedy,6916,2
Grafo Cíclico,4,4,4,Welsh-Powell,10333,2
Grafo Cíclico,5,5,5,Greedy,8792,3
Grafo Cíclico,5,5,5,Welsh-Powell,12333,3
Grafo Cíclico,6,6,6,Greedy,9500,2
Grafo Cíclico,6,6,6,Welsh-Powell,15125,2
Grafo Cíclico,7,7,7,Greedy,10625,3
Grafo Cíclico,7,7,7,Welsh-Powell,16042,3
Grafo Cíclico,8,8,8,Greedy,12042,3
Grafo Cíclico,8,8,8,Welsh-Powell,17792,2
Grafo Cíclico,9,9,9,Greedy,13000,3
Grafo Cíclico,9,9,9,Welsh-Powell,20333,3
Grafo Cíclico,10,10,10,Greedy,14166,3
Grafo Cíclico,10,10,10,Welsh-Powell,21875,2
Grafo Cíclico,11,11,11,Greedy,15833,3
Grafo Cíclico,11,11,11,Welsh-Powell,24250,3
Grafo Cíclico,12,12,12,Greedy,16625,3
Grafo Cíclico,12,12,12,Welsh-Powell,25291,2
Grafo Cíclico,13,13,13,Greedy,17625,3
Grafo Cíclico,13,13,13,Welsh-Powell,27417,3
Grafo Cíclico,14,14,14,Greedy,18709,3
Grafo Cíclico,14,14,14,Welsh-Powell,28667,2
Grafo Cíclico,15,15,15,Greedy,20042,3
Grafo Cíclico,15,15,15,Welsh-Powell,31083,3
Grafo Cíclico,16,16,16,Greedy,21625,3
Grafo Cíclico,16,16,16,Welsh-Powell,33417,2
Grafo Cíclico,17,17,17,Greedy,22875,3
Grafo Cíclico,17,17,17,Welsh-Powell,35375,3
Grafo Cíclico,18,18,18,Greedy,23500,3
Grafo Cíclico,18,18,18,Welsh-Powell,36834,2
Grafo Cíclico,19,19,19,Greedy,24542,3
Grafo Cíclico,19,19,19,Welsh-Powell,38500,3
Grafo Cíclico,20,20,20,Greedy,26041,3
Grafo Cíclico,20,20,20,Welsh-Powell,40291,2
Grafo Cíclico,21,21,21,Greedy,26958,3
Grafo Cíclico,21,21,21,Welsh-Powell,42084,3
Grafo Cíclico,22,22,22,Greedy,28583,3
Grafo Cíclico,22,22,22,Welsh-Powell,43792,2
Grafo Cíclico,23,23,23,Greedy,29709,3
Grafo Cíclico,23,23,23,Welsh-Powell,46334,3
Grafo Cíclico,24,24,24,Greedy,30791,3
Grafo Cíclico,24,24,24,Welsh-Powell,49000,2
Grafo Cíclico,25,25,25,Greedy,31875,3
Grafo Cíclico,25,25,25,Welsh-Powell,49917,3
Grafo Cíclico,26,26,26,Greedy,32833,3
Grafo Cíclico,26,26,26,Welsh-Powell,51792,2
Grafo Cíclico,27,27,27,Greedy,34541,3
Grafo Cíclico,27,27,27,Welsh-Powell,53958,3
Grafo Cíclico,28,28,28,Greedy,35167,3
Grafo Cíclico,28,28,28,Welsh-Powell,55791,2
Grafo Cíclico,29,29,29,Greedy,38083,3
Grafo Cíclico,29,29,29,Welsh-Powell,57708,3
Grafo Cíclico,30,30,30,Greedy,37459,3
Grafo Cíclico,30,30,30,Welsh-Powell,59750,2
Grafo Cíclico,31,31,31,Greedy,38709,3
Grafo Cíclico,31,31,31,Welsh-Powell,61792,3
Grafo Cíclico,32,32,32,Greedy,41750,3
Grafo Cíclico,32,32,32,Welsh-Powell,66417,2
Grafo Cíclico,33,33,33,Greedy,41916,3
Grafo Cíclico,33,33,33,Welsh-Powell,67084,3
Grafo Cíclico,34,34,34,Greedy,42083,3
Grafo Cíclico,34,34,34,Welsh-Powell,67875,2
Grafo Cíclico,35,35,35,Greedy,43292,3
Grafo Cíclico,35,35,35,Welsh-Powell,70000,3
Grafo Cíclico,36,36,36,Greedy,44666,3
Grafo Cíclico,36,36,36,Welsh-Powell,71041,2
Grafo Cíclico,37,37,37,Greedy,45916,3
Grafo Cíclico,37,37,37,Welsh-Powell,73292,3
Grafo Cíclico,38,38,38,Greedy,47209,3
Grafo Cíclico,38,38,38,Welsh-Powell,75625,2
Grafo Cíclico,39,39,39,Greedy,48375,3
Grafo Cíclico,39,39,39,Welsh-Powell,78000,3
Grafo Cíclico,3,3,3,Greedy,9958,3
Grafo Cíclico,3,3,3,Welsh-Powell,11000,3
Grafo Cíclico,4,4,4,Greedy,7667,2
Grafo Cíclico,4,4,4,Welsh-Powell,10917,2
Grafo Cíclico,5,5,5,Greedy,8750,3
Grafo Cíclico,5,5,5,Welsh-Powell,12750,3
Grafo Cíclico,6,6,6,Greedy,9416,2
Grafo Cíclico,6,6,6,Welsh-Powell,14375,2
Grafo Cíclico,7,7,7,Greedy,10833,3
Grafo Cíclico,7,7,7,Welsh-Powell,16083,3
Grafo Cíclico,8,8,8,Greedy,11917,3
Grafo Cíclico,8,8,8,Welsh-Powell,18292,2
Grafo Cíclico,9,9,9,Greedy,13542,3
Grafo Cíclico,9,9,9,Welsh-Powell,20125,3
Grafo Cíclico,10,10,10,Greedy,14333,3
Grafo Cíclico,10,10,10,Welsh-Powell,21375,2
Grafo Cíclico,11,11,11,Greedy,15875,3
Grafo Cíclico,11,11,11,Welsh-Powell,24250,3
Grafo Cíclico,12,12,12,Greedy,16792,3
Grafo Cíclico,12,12,12,Welsh-Powell,25500,2
Grafo Cíclico,13,13,13,Greedy,17792,3
Grafo Cíclico,13,13,13,Welsh-Powell,27500,3
Grafo Cíclico,14,14,14,Greedy,18916,3
Grafo Cíclico,14,14,14,Welsh-Powell,28791,2
Grafo Cíclico,15,15,15,Greedy,20500,3
Grafo Cíclico,15,15,15,Welsh-Powell,31708,3
Grafo Cíclico,16,16,16,Greedy,22958,3
Grafo Cíclico,16,16,16,Welsh-Powell,33833,2
Grafo Cíclico,17,17,17,Greedy,23083,3
Grafo Cíclico,17,17,17,Welsh-Powell,35541,3
Grafo Cíclico,18,18,18,Greedy,23583,3
Grafo Cíclico,18,18,18,Welsh-Powell,37167,2
Grafo Cíclico,19,19,19,Greedy,24917,3
Grafo Cíclico,19,19,19,Welsh-Powell,38958,3
Grafo Cíclico,20,20,20,Greedy,25917,3
Grafo Cíclico,20,20,20,Welsh-Powell,40375,2
Grafo Cíclico,21,21,21,Greedy,26792,3
Grafo Cíclico,21,21,21,Welsh-Powell,42625,3
Grafo Cíclico,22,22,22,Greedy,28750,3
Grafo Cíclico,22,22,22,Welsh-Powell,44625,2
Grafo Cíclico,23,23,23,Greedy,29834,3
Grafo Cíclico,23,23,23,Welsh-Powell,46916,3
Grafo Cíclico,24,24,24,Greedy,30875,3
Grafo Cíclico,24,24,24,Welsh-Powell,48916,2
Grafo Cíclico,25,25,25,Greedy,32125,3
Grafo Cíclico,25,25,25,Welsh-Powell,50584,3
Grafo Cíclico,26,26,26,Greedy,32834,3
Grafo Cíclico,26,26,26,Welsh-Powell,52334,2
Grafo Cíclico,27,27,27,Greedy,33750,3
Grafo Cíclico,27,27,27,Welsh-Powell,54417,3
Grafo Cíclico,28,28,28,Greedy,35250,3
Grafo Cíclico,28,28,28,Welsh-Powell,56417,2
Grafo Cíclico,29,29,29,Greedy,36208,3
Grafo Cíclico,29,29,29,Welsh-Powell,58167,3
Grafo Cíclico,30,30,30,Greedy,37417,3
Grafo Cíclico,30,30,30,Welsh-Powell,60333,2
Grafo Cíclico,31,31,31,Greedy,38958,3
Grafo Cíclico,31,31,31,Welsh-Powell,61667,3
Grafo Cíclico,32,32,32,Greedy,40791,3
Grafo Cíclico,32,32,32,Welsh-Powell,65208,2
Grafo Cíclico,33,33,33,Greedy,41542,3
Grafo Cíclico,33,33,33,Welsh-Powell,66708,3
Grafo Cíclico,34,34,34,Greedy,42791,3
Grafo Cíclico,34,34,34,Welsh-Powell,67916,2
Grafo Cíclico,35,35,35,Greedy,46416,3
Grafo Cíclico,35,35,35,Welsh-Powell,70667,3
Grafo Cíclico,36,36,36,Greedy,44750,3
Grafo Cíclico,36,36,36,Welsh-Powell,72083,2
Grafo Cíclico,37,37,37,Greedy,45792,3
Grafo Cíclico,37,37,37,Welsh-Powell,74083,3
Grafo Cíclico,38,38,38,Greedy,48042,3
Grafo Cíclico,38,38,38,Welsh-Powell,77375,2
Grafo Cíclico,39,39,39,Greedy,48750,3
Grafo Cíclico,39,39,39,Welsh-Powell,78292,3
Grafo Cíclico,3,3,3,Greedy,7667,3
Grafo Cíclico,3,3,3,Welsh-Powell,8291,3
Grafo Cíclico,4,4,4,Greedy,6667,2
Grafo Cíclico,4,4,4,Welsh-Powell,9709,2
Grafo Cíclico,5,5,5,Greedy,8125,3
Grafo Cíclico,5,5,5,Welsh-Powell,12000,3
Grafo Cíclico,6,6,6,Greedy,9292,2
Grafo Cíclico,6,6,6,Welsh-Powell,13875,2
Grafo Cíclico,7,7,7,Greedy,10208,3
Grafo Cíclico,7,7,7,Welsh-Powell,15833,3
Grafo Cíclico,8,8,8,Greedy,12042,3
Grafo Cíclico,8,8,8,Welsh-Powell,17750,2
Grafo Cíclico,9,9,9,Greedy,13125,3
Grafo Cíclico,9,9,9,Welsh-Powell,20000,3
Grafo Cíclico,10,10,10,Greedy,13958,3
Grafo Cíclico,10,10,10,Welsh-Powell,21416,2
Grafo Cíclico,11,11,11,Greedy,15292,3
Grafo Cíclico,11,11,11,Welsh-Powell,23500,3
Grafo Cíclico,12,12,12,Greedy,16291,3
Grafo Cíclico,12,12,12,Welsh-Powell,24792,2
Grafo Cíclico,13,13,13,Greedy,17833,3
Grafo Cíclico,13,13,13,Welsh-Powell,27334,3
Grafo Cíclico,14,14,14,Greedy,18583,3
Grafo Cíclico,14,14,14,Welsh-Powell,28916,2
Grafo Cíclico,15,15,15,Greedy,20125,3
Grafo Cíclico,15,15,15,Welsh-Powell,31125,3
Grafo Cíclico,16,16,16,Greedy,21792,3
Grafo Cíclico,16,16,16,Welsh-Powell,33333,2
Grafo Cíclico,17,17,17,Greedy,22667,3
Grafo Cíclico,17,17,17,Welsh-Powell,35250,3
Grafo Cíclico,18,18,18,Greedy,34792,3
Grafo Cíclico,18,18,18,Welsh-Powell,37208,2
Grafo Cíclico,19,19,19,Greedy,25000,3
Grafo Cíclico,19,19,19,Welsh-Powell,38458,3
Grafo Cíclico,20,20,20,Greedy,26250,3
Grafo Cíclico,20,20,20,Welsh-Powell,40500,2
Grafo Cíclico,21,21,21,Greedy,27000,3
Grafo Cíclico,21,21,21,Welsh-Powell,42000,3
Grafo Cíclico,22,22,22,Greedy,28375,3
Grafo Cíclico,22,22,22,Welsh-Powell,44375,2
Grafo Cíclico,23,23,23,Greedy,29542,3
Grafo Cíclico,23,23,23,Welsh-Powell,46250,3
Grafo Cíclico,24,24,24,Greedy,30458,3
Grafo Cíclico,24,24,24,Welsh-Powell,48542,2
Grafo Cíclico,25,25,25,Greedy,31667,3
Grafo Cíclico,25,25,25,Welsh-Powell,50250,3
Grafo Cíclico,26,26,26,Greedy,32292,3
Grafo Cíclico,26,26,26,Welsh-Powell,52209,2
Grafo Cíclico,27,27,27,Greedy,33333,3
Grafo Cíclico,27,27,27,Welsh-Powell,53916,3
Grafo Cíclico,28,28,28,Greedy,35167,3
Grafo Cíclico,28,28,28,Welsh-Powell,56000,2
Grafo Cíclico,29,29,29,Greedy,36458,3
