graph_type,n,num_nodes,num_edges,algorithm,time_ns,num_colors
Grafo Cuadrícula n×n,2,4,4,Brute Force,18417,2
Grafo Cuadrícula n×n,3,9,12,Brute Force,46459,2
Grafo Cuadrícula n×n,4,16,24,Brute Force,200000,2
Grafo Cuadrícula n×n,5,25,40,Brute Force,352000,2
Grafo Cuadrícula n×n,2,4,4,Brute Force,18709,2
Grafo Cuadrícula n×n,3,9,12,Brute Force,46042,2
Grafo Cuadrícula n×n,4,16,24,Brute Force,206667,2
Grafo Cuadrícula n×n,5,25,40,Brute Force,349583,2
Grafo Escalera,2,4,4,Brute Force,18709,2
Grafo Escalera,3,6,7,Brute Force,25291,2
Grafo Escalera,4,8,10,Brute Force,31375,2
Grafo Escalera,5,10,13,Brute Force,41292,2
Grafo Escalera,6,12,16,Brute Force,46334,2
Grafo Escalera,7,14,19,Brute Force,52625,2
Grafo Escalera,8,16,22,Brute Force,57667,2
Grafo Escalera,2,4,4,Brute Force,18333,2
Grafo Escalera,3,6,7,Brute Force,25333,2
Grafo Escalera,4,8,10,Brute Force,31583,2
Grafo Escalera,5,10,13,Brute Force,38583,2
Grafo Escalera,6,12,16,Brute Force,58875,2
Grafo Escalera,7,14,19,Brute Force,54333,2
Grafo Escalera,8,16,22,Brute Force,55709,2
Grafo Escalera,2,4,4,Brute Force,17833,2
Grafo Escalera,3,6,7,Brute Force,24750,2
Grafo Escalera,4,8,10,Brute Force,30875,2
Grafo Escalera,5,10,13,Brute Force,38250,2
Grafo Escalera,6,12,16,Brute Force,45375,2
Grafo Escalera,7,14,19,Brute Force,55167,2
Grafo Escalera,8,16,22,Brute Force,57166,2
Grafo Escalera,2,4,4,Brute Force,18084,2
Grafo Escalera,3,6,7,Brute Force,24333,2
Grafo Escalera,4,8,10,Brute Force,97667,2
Grafo Escalera,5,10,13,Brute Force,38916,2
Grafo Escalera,6,12,16,Brute Force,45542,2
Grafo Escalera,7,14,19,Brute Force,51583,2
Grafo Escalera,8,16,22,Brute Force,80667,2
Grafo Escalera,2,4,4,Brute Force,21833,2
Grafo Escalera,3,6,7,Brute Force,27209,2
Grafo Escalera,4,8,10,Brute Force,42000,2
Grafo Escalera,5,10,13,Brute Force,48667,2
Grafo Escalera,6,12,16,Brute Force,46208,2
Grafo Escalera,7,14,19,Brute Force,51667,2
Grafo Escalera,8,16,22,Brute Force,56959,2
Grafo Escalera,2,4,4,Brute Force,18334,2
Grafo Escalera,3,6,7,Brute Force,25083,2
Grafo Escalera,4,8,10,Brute Force,31417,2
Grafo Escalera,5,10,13,Brute Force,40708,2
Grafo Escalera,6,12,16,Brute Force,48833,2
Grafo Escalera,7,14,19,Brute Force,52500,2
Grafo Escalera,8,16,22,Brute Force,57000,2
Grafo Escalera,2,4,4,Brute Force,18708,2
Grafo Escalera,3,6,7,Brute Force,24833,2
Grafo Escalera,4,8,10,Brute Force,31125,2
Grafo Escalera,5,10,13,Brute Force,39708,2
Grafo Escalera,6,12,16,Brute Force,46166,2
Grafo Escalera,7,14,19,Brute Force,53042,2
Grafo Escalera,8,16,22,Brute Force,56958,2
Grafo Escalera,2,4,4,Brute Force,18250,2
Grafo Escalera,3,6,7,Brute Force,24667,2
Grafo Escalera,4,8,10,Brute Force,31042,2
Grafo Escalera,5,10,13,Brute Force,39334,2
Grafo Escalera,6,12,16,Brute Force,46791,2
Grafo Escalera,7,14,19,Brute Force,51917,2
Grafo Escalera,8,16,22,Brute Force,56209,2
Grafo Escalera,2,4,4,Brute Force,17959,2
Grafo Escalera,3,6,7,Brute Force,23958,2
Grafo Escalera,4,8,10,Brute Force,31667,2
Grafo Escalera,5,10,13,Brute Force,39417,2
Grafo Escalera,6,12,16,Brute Force,45708,2
Grafo Escalera,7,14,19,Brute Force,52209,2
Grafo Escalera,8,16,22,Brute Force,57166,2
Grafo Escalera,2,4,4,Brute Force,18291,2
Grafo Escalera,3,6,7,Brute Force,28209,2
Grafo Escalera,4,8,10,Brute Force,31625,2
Grafo Escalera,5,10,13,Brute Force,38916,2
Grafo Escalera,6,12,16,Brute Force,45958,2
Grafo Escalera,7,14,19,Brute Force,54500,2
Grafo Escalera,8,16,22,Brute Force,56583,2
Grafo Prisma,3,6,9,Brute Force,64625,3
Grafo Prisma,4,8,12,Brute Force,33833,2
Grafo Prisma,5,10,15,Brute Force,134667,3
Grafo Prisma,6,12,18,Brute Force,48584,2
Grafo Prisma,7,14,21,Brute Force,280917,3
Grafo Prisma,8,16,24,Brute Force,92042,2
Grafo Prisma,3,6,9,Brute Force,65708,3
Grafo Prisma,4,8,12,Brute Force,34500,2
Grafo Prisma,5,10,15,Brute Force,133375,3
Grafo Prisma,6,12,18,Brute Force,48542,2
Grafo Prisma,7,14,21,Brute Force,284875,3
Grafo Prisma,8,16,24,Brute Force,97916,2
Grafo Prisma,3,6,9,Brute Force,66083,3
Grafo Prisma,4,8,12,Brute Force,35333,2
Grafo Prisma,5,10,15,Brute Force,134416,3
Grafo Prisma,6,12,18,Brute Force,48375,2
Grafo Prisma,7,14,21,Brute Force,288084,3
Grafo Prisma,8,16,24,Brute Force,90541,2
Grafo Prisma,3,6,9,Brute Force,64334,3
Grafo Prisma,4,8,12,Brute Force,34000,2
Grafo Prisma,5,10,15,Brute Force,145250,3
Grafo Prisma,6,12,18,Brute Force,48375,2
Grafo Prisma,7,14,21,Brute Force,279292,3
Grafo Prisma,8,16,24,Brute Force,93000,2
Grafo Prisma,3,6,9,Brute Force,63959,3
Grafo Prisma,4,8,12,Brute Force,37166,2
Grafo Prisma,5,10,15,Brute Force,141542,3
Grafo Prisma,6,12,18,Brute Force,48458,2
Grafo Prisma,7,14,21,Brute Force,280417,3
Grafo Prisma,8,16,24,Brute Force,94000,2
Grafo Prisma,3,6,9,Brute Force,66417,3
Grafo Prisma,4,8,12,Brute Force,33792,2
Grafo Prisma,5,10,15,Brute Force,132667,3
Grafo Prisma,6,12,18,Brute Force,48417,2
Grafo Prisma,7,14,21,Brute Force,276250,3
Grafo Prisma,8,16,24,Brute Force,92416,2
Grafo Prisma,3,6,9,Brute Force,64125,3
Grafo Prisma,4,8,12,Brute Force,34166,2
Grafo Prisma,5,10,15,Brute Force,133250,3
Grafo Prisma,6,12,18,Brute Force,48584,2
Grafo Prisma,7,14,21,Brute Force,349417,3
Grafo Prisma,8,16,24,Brute Force,91208,2
Grafo Prisma,3,6,9,Brute Force,63916,3
Grafo Prisma,4,8,12,Brute Force,33458,2
Grafo Prisma,5,10,15,Brute Force,132708,3
Grafo Prisma,6,12,18,Brute Force,48375,2
Grafo Prisma,7,14,21,Brute Force,278166,3
Grafo Prisma,8,16,24,Brute Force,89667,2
Grafo Prisma,3,6,9,Brute Force,64375,3
Grafo Prisma,4,8,12,Brute Force,33250,2
Grafo Prisma,5,10,15,Brute Force,139708,3
Grafo Prisma,6,12,18,Brute Force,47625,2
Grafo Prisma,7,14,21,Brute Force,275542,3
Grafo Prisma,8,16,24,Brute Force,91375,2
Grafo Prisma,3,6,9,Brute Force,64000,3
Grafo Prisma,4,8,12,Brute Force,33583,2
Grafo Prisma,5,10,15,Brute Force,131542,3
Grafo Prisma,6,12,18,Brute Force,48041,2
Grafo Prisma,7,14,21,Brute Force,278000,3
Grafo Prisma,8,16,24,Brute Force,89625,2
