graph_type,n,num_nodes,num_edges,algorithm,time_ns,num_colors
Grafo Completo,20,20,190,Welsh-Powell,129292,20
Grafo Completo,21,21,210,Greedy,122333,21
Grafo Completo,21,21,210,Welsh-Powell,139917,21
Grafo Completo,22,22,231,Greedy,134000,22
Grafo Completo,22,22,231,Welsh-Powell,151417,22
Grafo Completo,23,23,253,Greedy,144375,23
Grafo Completo,23,23,253,Welsh-Powell,209750,23
Grafo Completo,24,24,276,Greedy,164958,24
Grafo Completo,24,24,276,Welsh-Powell,180958,24
Grafo Completo,25,25,300,Greedy,172708,25
Grafo Completo,25,25,300,Welsh-Powell,189834,25
Grafo Completo,26,26,325,Greedy,181750,26
Grafo Completo,26,26,325,Welsh-Powell,201917,26
Grafo Completo,27,27,351,Greedy,197083,27
Grafo Completo,27,27,351,Welsh-Powell,216000,27
Grafo Completo,28,28,378,Greedy,207000,28
Grafo Completo,28,28,378,Welsh-Powell,231125,28
Grafo Completo,29,29,406,Greedy,220958,29
Grafo Completo,29,29,406,Welsh-Powell,245500,29
Grafo Completo,30,30,435,Greedy,242208,30
Grafo Completo,30,30,435,Welsh-Powell,265750,30
Grafo Completo,31,31,465,Greedy,251167,31
Grafo Completo,31,31,465,Welsh-Powell,275500,31
Grafo Completo,32,32,496,Greedy,271333,32
Grafo Completo,32,32,496,Welsh-Powell,297084,32
Grafo Completo,33,33,528,Greedy,287542,33
Grafo Completo,33,33,528,Welsh-Powell,311125,33
Grafo Completo,34,34,561,Greedy,303166,34
Grafo Completo,34,34,561,Welsh-Powell,327709,34
Grafo Completo,35,35,595,Greedy,316709,35
Grafo Completo,35,35,595,Welsh-Powell,349625,35
Grafo Completo,36,36,630,Greedy,338667,36
Grafo Completo,36,36,630,Welsh-Powell,365542,36
Grafo Completo,37,37,666,Greedy,355917,37
Grafo Completo,37,37,666,Welsh-Powell,385875,37
Grafo Completo,38,38,703,Greedy,377959,38
Grafo Completo,38,38,703,Welsh-Powell,410083,38
Grafo Completo,39,39,741,Greedy,400250,39
Grafo Completo,39,39,741,Welsh-Powell,432208,39
Grafo Completo,40,40,780,Greedy,425833,40
Grafo Completo,40,40,780,Welsh-Powell,457084,40
Grafo Completo,41,41,820,Greedy,459291,41
Grafo Completo,41,41,820,Welsh-Powell,499375,41
Grafo Completo,42,42,861,Greedy,473000,42
Grafo Completo,42,42,861,Welsh-Powell,507084,42
Grafo Completo,43,43,903,Greedy,509708,43
Grafo Completo,43,43,903,Welsh-Powell,527208,43
Grafo Completo,44,44,946,Greedy,505416,44
Grafo Completo,44,44,946,Welsh-Powell,547875,44
Grafo Completo,45,45,990,Greedy,586375,45
Grafo Completo,45,45,990,Welsh-Powell,632875,45
Grafo Completo,46,46,1035,Greedy,549250,46
Grafo Completo,46,46,1035,Welsh-Powell,590708,46
Grafo Completo,47,47,1081,Greedy,594833,47
Grafo Completo,47,47,1081,Welsh-Powell,654625,47
Grafo Completo,48,48,1128,Greedy,650000,48
Grafo Completo,48,48,1128,Welsh-Powell,652541,48
Grafo Completo,49,49,1176,Greedy,647833,49
Grafo Completo,49,49,1176,Welsh-Powell,698709,49
Grafo Estrella,2,2,1,Greedy,5083,2
Grafo Estrella,2,2,1,Welsh-Powell,6583,2
Grafo Estrella,3,3,2,Greedy,5250,2
Grafo Estrella,3,3,2,Welsh-Powell,7833,2
Grafo Estrella,4,4,3,Greedy,6458,2
Grafo Estrella,4,4,3,Welsh-Powell,9625,2
Grafo Estrella,5,5,4,Greedy,7792,2
Grafo Estrella,5,5,4,Welsh-Powell,11500,2
Grafo Estrella,6,6,5,Greedy,8750,2
Grafo Estrella,6,6,5,Welsh-Powell,13417,2
Grafo Estrella,7,7,6,Greedy,10166,2
Grafo Estrella,7,7,6,Welsh-Powell,15542,2
Grafo Estrella,8,8,7,Greedy,11083,2
Grafo Estrella,8,8,7,Welsh-Powell,17167,2
Grafo Estrella,9,9,8,Greedy,12083,2
Grafo Estrella,9,9,8,Welsh-Powell,19125,2
Grafo Estrella,10,10,9,Greedy,13083,2
Grafo Estrella,10,10,9,Welsh-Powell,20375,2
Grafo Estrella,11,11,10,Greedy,15167,2
Grafo Estrella,11,11,10,Welsh-Powell,22583,2
Grafo Estrella,12,12,11,Greedy,15917,2
Grafo Estrella,12,12,11,Welsh-Powell,24458,2
Grafo Estrella,13,13,12,Greedy,17167,2
Grafo Estrella,13,13,12,Welsh-Powell,26125,2
Grafo Estrella,14,14,13,Greedy,18458,2
Grafo Estrella,14,14,13,Welsh-Powell,28000,2
Grafo Estrella,15,15,14,Greedy,20208,2
Grafo Estrella,15,15,14,Welsh-Powell,31750,2
Grafo Estrella,16,16,15,Greedy,24959,2
Grafo Estrella,16,16,15,Welsh-Powell,33500,2
Grafo Estrella,17,17,16,Greedy,22083,2
Grafo Estrella,17,17,16,Welsh-Powell,41208,2
Grafo Estrella,18,18,17,Greedy,29375,2
Grafo Estrella,18,18,17,Welsh-Powell,35959,2
Grafo Estrella,19,19,18,Greedy,24833,2
Grafo Estrella,19,19,18,Welsh-Powell,38667,2
Grafo Estrella,20,20,19,Greedy,31167,2
Grafo Estrella,20,20,19,Welsh-Powell,40125,2
Grafo Estrella,21,21,20,Greedy,26959,2
Grafo Estrella,21,21,20,Welsh-Powell,42500,2
Grafo Estrella,22,22,21,Greedy,28542,2
Grafo Estrella,22,22,21,Welsh-Powell,47375,2
Grafo Estrella,23,23,22,Greedy,29250,2
Grafo Estrella,23,23,22,Welsh-Powell,52875,2
Grafo Estrella,24,24,23,Greedy,30125,2
Grafo Estrella,24,24,23,Welsh-Powell,54542,2
Grafo Estrella,25,25,24,Greedy,39042,2
Grafo Estrella,25,25,24,Welsh-Powell,51042,2
Grafo Estrella,26,26,25,Greedy,38500,2
Grafo Estrella,26,26,25,Welsh-Powell,54875,2
Grafo Estrella,27,27,26,Greedy,33375,2
Grafo Estrella,27,27,26,Welsh-Powell,53375,2
Grafo Estrella,28,28,27,Greedy,34791,2
Grafo Estrella,28,28,27,Welsh-Powell,55750,2
Grafo Estrella,29,29,28,Greedy,35458,2
Grafo Estrella,29,29,28,Welsh-Powell,67250,2
Grafo Estrella,30,30,29,Greedy,43875,2
Grafo Estrella,30,30,29,Welsh-Powell,63375,2
Grafo Estrella,31,31,30,Greedy,37667,2
Grafo Estrella,31,31,30,Welsh-Powell,67750,2
Grafo Estrella,32,32,31,Greedy,45833,2
Grafo Estrella,32,32,31,Welsh-Powell,64875,2
Grafo Estrella,33,33,32,Greedy,45250,2
Grafo Estrella,33,33,32,Welsh-Powell,68375,2
Grafo Estrella,34,34,33,Greedy,41250,2
Grafo Estrella,34,34,33,Welsh-Powell,74583,2
Grafo Estrella,35,35,34,Greedy,51875,2
Grafo Estrella,35,35,34,Welsh-Powell,76083,2
Grafo Estrella,36,36,35,Greedy,49833,2
Grafo Estrella,36,36,35,Welsh-Powell,78209,2
Grafo Estrella,37,37,36,Greedy,50292,2
Grafo Estrella,37,37,36,Welsh-Powell,73333,2
Grafo Estrella,38,38,37,Greedy,45584,2
Grafo Estrella,38,38,37,Welsh-Powell,81833,2
Grafo Estrella,39,39,38,Greedy,45958,2
Grafo Estrella,39,39,38,Welsh-Powell,76792,2
Grafo Estrella,40,40,39,Greedy,47000,2
Grafo Estrella,40,40,39,Welsh-Powell,79084,2
Grafo Estrella,41,41,40,Greedy,48375,2
Grafo Estrella,41,41,40,Welsh-Powell,81333,2
Grafo Estrella,42,42,41,Greedy,49292,2
Grafo Estrella,42,42,41,Welsh-Powell,89625,2
Grafo Estrella,43,43,42,Greedy,51125,2
Grafo Estrella,43,43,42,Welsh-Powell,87209,2
Grafo Estrella,44,44,43,Greedy,52417,2
Grafo Estrella,44,44,43,Welsh-Powell,87791,2
Grafo Estrella,45,45,44,Greedy,53500,2
Grafo Estrella,45,45,44,Welsh-Powell,99500,2
Grafo Estrella,46,46,45,Greedy,60250,2
Grafo Estrella,46,46,45,Welsh-Powell,104917,2
Grafo Estrella,47,47,46,Greedy,61375,2
Grafo Estrella,47,47,46,Welsh-Powell,99458,2
Grafo Estrella,48,48,47,Greedy,56875,2
Grafo Estrella,48,48,47,Welsh-Powell,104041,2
Grafo Estrella,49,49,48,Greedy,57083,2
Grafo Estrella,49,49,48,Welsh-Powell,95958,2
Grafo Camino,1,1,0,Greedy,2833,1
Grafo Camino,1,1,0,Welsh-Powell,3875,1
Grafo Camino,2,2,1,Greedy,3750,2
Grafo Camino,2,2,1,Welsh-Powell,5375,2
Grafo Camino,3,3,2,Greedy,4583,2
Grafo Camino,3,3,2,Welsh-Powell,7084,2
Grafo Camino,4,4,3,Greedy,6042,2
Grafo Camino,4,4,3,Welsh-Powell,9167,2
Grafo Camino,5,5,4,Greedy,7583,2
Grafo Camino,5,5,4,Welsh-Powell,11333,2
Grafo Camino,6,6,5,Greedy,8333,2
Grafo Camino,6,6,5,Welsh-Powell,12875,2
Grafo Camino,7,7,6,Greedy,9708,2
Grafo Camino,7,7,6,Welsh-Powell,15041,2
Grafo Camino,8,8,7,Greedy,11000,2
Grafo Camino,8,8,7,Welsh-Powell,16791,2
Grafo Camino,9,9,8,Greedy,12291,2
Grafo Camino,9,9,8,Welsh-Powell,18417,2
Grafo Camino,10,10,9,Greedy,13291,2
Grafo Camino,10,10,9,Welsh-Powell,31208,2
Grafo Camino,11,11,10,Greedy,21208,2
Grafo Camino,11,11,10,Welsh-Powell,29000,2
Grafo Camino,12,12,11,Greedy,15750,2
Grafo Camino,12,12,11,Welsh-Powell,31458,3
Grafo Camino,13,13,12,Greedy,17125,2
Grafo Camino,13,13,12,Welsh-Powell,26875,3
Grafo Camino,14,14,13,Greedy,18333,2
Grafo Camino,14,14,13,Welsh-Powell,34583,3
Grafo Camino,15,15,14,Greedy,19458,2
Grafo Camino,15,15,14,Welsh-Powell,36958,3
Grafo Camino,16,16,15,Greedy,21542,3
Grafo Camino,16,16,15,Welsh-Powell,39041,3
Grafo Camino,17,17,16,Greedy,22042,3
Grafo Camino,17,17,16,Welsh-Powell,40375,3
Grafo Camino,18,18,17,Greedy,23125,3
Grafo Camino,18,18,17,Welsh-Powell,36792,3
Grafo Camino,19,19,18,Greedy,30667,3
Grafo Camino,19,19,18,Welsh-Powell,38875,3
Grafo Camino,20,20,19,Greedy,25833,3
Grafo Camino,20,20,19,Welsh-Powell,43125,3
Grafo Camino,21,21,20,Greedy,29541,3
Grafo Camino,21,21,20,Welsh-Powell,48375,3
Grafo Camino,22,22,21,Greedy,33958,3
Grafo Camino,22,22,21,Welsh-Powell,44209,3
Grafo Camino,23,23,22,Greedy,29458,3
Grafo Camino,23,23,22,Welsh-Powell,46209,3
Grafo Camino,24,24,23,Greedy,37084,3
Grafo Camino,24,24,23,Welsh-Powell,51000,3
Grafo Camino,25,25,24,Greedy,31500,3
Grafo Camino,25,25,24,Welsh-Powell,56500,3
Grafo Camino,26,26,25,Greedy,32500,3
Grafo Camino,26,26,25,Welsh-Powell,51917,3
Grafo Camino,27,27,26,Greedy,39709,3
Grafo Camino,27,27,26,Welsh-Powell,56833,3
Grafo Camino,28,28,27,Greedy,34667,3
Grafo Camino,28,28,27,Welsh-Powell,62042,3
Grafo Camino,29,29,28,Greedy,42541,3
Grafo Camino,29,29,28,Welsh-Powell,66708,3
Grafo Camino,30,30,29,Greedy,43459,3
Grafo Camino,30,30,29,Welsh-Powell,62125,3
Grafo Camino,31,31,30,Greedy,37958,3
Grafo Camino,31,31,30,Welsh-Powell,71042,3
Grafo Camino,32,32,31,Greedy,40625,3
Grafo Camino,32,32,31,Welsh-Powell,64584,3
Grafo Camino,33,33,32,Greedy,48709,3
Grafo Camino,33,33,32,Welsh-Powell,69625,3
Grafo Camino,34,34,33,Greedy,47542,3
Grafo Camino,34,34,33,Welsh-Powell,74500,3
Grafo Camino,35,35,34,Greedy,42750,3
Grafo Camino,35,35,34,Welsh-Powell,76542,3
Grafo Camino,36,36,35,Greedy,44292,3
Grafo Camino,36,36,35,Welsh-Powell,81458,3
Grafo Camino,37,37,36,Greedy,49292,3
Grafo Camino,37,37,36,Welsh-Powell,80917,3
Grafo Camino,38,38,37,Greedy,52750,3
Grafo Camino,38,38,37,Welsh-Powell,81875,3
Grafo Camino,39,39,38,Greedy,47333,3
Grafo Camino,39,39,38,Welsh-Powell,84166,3
Grafo Camino,40,40,39,Greedy,49333,3
Grafo Camino,40,40,39,Welsh-Powell,80833,3
Grafo Camino,41,41,40,Greedy,50542,3
Grafo Camino,41,41,40,Welsh-Powell,88583,3
Grafo Camino,42,42,41,Greedy,51625,3
Grafo Camino,42,42,41,Welsh-Powell,94250,3
Grafo Camino,43,43,42,Greedy,52416,3
Grafo Camino,43,43,42,Welsh-Powell,89000,3
Grafo Camino,44,44,43,Greedy,56125,3
Grafo Camino,44,44,43,Welsh-Powell,93959,3
Grafo Camino,45,45,44,Greedy,63375,3
Grafo Camino,45,45,44,Welsh-Powell,101750,3
Grafo Camino,46,46,45,Greedy,61333,3
Grafo Camino,46,46,45,Welsh-Powell,98084,3
Grafo Camino,47,47,46,Greedy,57500,3
Grafo Camino,47,47,46,Welsh-Powell,101125,3
Grafo Camino,48,48,47,Greedy,67291,3
Grafo Camino,48,48,47,Welsh-Powell,104791,3
Grafo Camino,49,49,48,Greedy,60916,3
Grafo Camino,49,49,48,Welsh-Powell,107958,3
Árbol Binario (altura),1,3,2,Greedy,5500,2
Árbol Binario (altura),1,3,2,Welsh-Powell,7625,2
Árbol Binario (altura),2,7,6,Greedy,10416,3
Árbol Binario (altura),2,7,6,Welsh-Powell,15250,2
Árbol Binario (altura),3,15,14,Greedy,20292,3
Árbol Binario (altura),3,15,14,Welsh-Powell,31416,2
Árbol Binario (altura),4,31,30,Greedy,40167,4
Árbol Binario (altura),4,31,30,Welsh-Powell,62833,2
"Grafo Bipartito K(n,n)",1,2,1,Greedy,3917,2
"Grafo Bipartito K(n,n)",1,2,1,Welsh-Powell,5666,2
"Grafo Bipartito K(n,n)",2,4,4,Greedy,6292,2
"Grafo Bipartito K(n,n)",2,4,4,Welsh-Powell,9875,2
"Grafo Bipartito K(n,n)",3,6,9,Greedy,10875,2
"Grafo Bipartito K(n,n)",3,6,9,Welsh-Powell,22125,2
"Grafo Bipartito K(n,n)",4,8,16,Greedy,15500,2
"Grafo Bipartito K(n,n)",4,8,16,Welsh-Powell,21333,2
"Grafo Bipartito K(n,n)",5,10,25,Greedy,23250,2
"Grafo Bipartito K(n,n)",5,10,25,Welsh-Powell,31084,2
"Grafo Bipartito K(n,n)",6,12,36,Greedy,28792,2
"Grafo Bipartito K(n,n)",6,12,36,Welsh-Powell,38083,2
"Grafo Bipartito K(n,n)",7,14,49,Greedy,34459,2
"Grafo Bipartito K(n,n)",7,14,49,Welsh-Powell,44708,2
"Grafo Bipartito K(n,n)",8,16,64,Greedy,50125,2
"Grafo Bipartito K(n,n)",8,16,64,Welsh-Powell,61584,2
"Grafo Bipartito K(n,n)",9,18,81,Greedy,53000,2
"Grafo Bipartito K(n,n)",9,18,81,Welsh-Powell,66000,2
"Grafo Bipartito K(n,n)",10,20,100,Greedy,71542,2
"Grafo Bipartito K(n,n)",10,20,100,Welsh-Powell,85167,2
"Grafo Bipartito K(n,n)",11,22,121,Greedy,80625,2
"Grafo Bipartito K(n,n)",11,22,121,Welsh-Powell,90959,2
"Grafo Bipartito K(n,n)",12,24,144,Greedy,90666,2
"Grafo Bipartito K(n,n)",12,24,144,Welsh-Powell,102250,2
"Grafo Bipartito K(n,n)",13,26,169,Greedy,107083,2
"Grafo Bipartito K(n,n)",13,26,169,Welsh-Powell,130958,2
"Grafo Bipartito K(n,n)",14,28,196,Greedy,120042,2
"Grafo Bipartito K(n,n)",14,28,196,Welsh-Powell,144042,2
"Grafo Bipartito K(n,n)",15,30,225,Greedy,130958,2
"Grafo Bipartito K(n,n)",15,30,225,Welsh-Powell,146625,2
"Grafo Bipartito K(n,n)",16,32,256,Greedy,142416,2
"Grafo Bipartito K(n,n)",16,32,256,Welsh-Powell,167292,2
"Grafo Bipartito K(n,n)",17,34,289,Greedy,156209,2
"Grafo Bipartito K(n,n)",17,34,289,Welsh-Powell,179959,2
"Grafo Bipartito K(n,n)",18,36,324,Greedy,173250,2
"Grafo Bipartito K(n,n)",18,36,324,Welsh-Powell,197875,2
"Grafo Bipartito K(n,n)",19,38,361,Greedy,191041,2
"Grafo Bipartito K(n,n)",19,38,361,Welsh-Powell,216792,2
"Grafo Bipartito K(n,n)",20,40,400,Greedy,208834,2
"Grafo Bipartito K(n,n)",20,40,400,Welsh-Powell,239167,2
"Grafo Bipartito K(n,n)",21,42,441,Greedy,244958,2
"Grafo Bipartito K(n,n)",21,42,441,Welsh-Powell,280709,2
"Grafo Bipartito K(n,n)",22,44,484,Greedy,257500,2
"Grafo Bipartito K(n,n)",22,44,484,Welsh-Powell,297708,2
"Grafo Bipartito K(n,n)",23,46,529,Greedy,285792,2
"Grafo Bipartito K(n,n)",23,46,529,Welsh-Powell,323750,2
"Grafo Bipartito K(n,n)",24,48,576,Greedy,314333,2
"Grafo Bipartito K(n,n)",24,48,576,Welsh-Powell,354208,2
"Grafo Bipartito K(n,n)",25,50,625,Greedy,317417,2
"Grafo Bipartito K(n,n)",25,50,625,Welsh-Powell,351709,2
"Grafo Bipartito K(n,n)",26,52,676,Greedy,339750,2
"Grafo Bipartito K(n,n)",26,52,676,Welsh-Powell,377083,2
"Grafo Bipartito K(n,n)",27,54,729,Greedy,380250,2
"Grafo Bipartito K(n,n)",27,54,729,Welsh-Powell,425750,2
"Grafo Bipartito K(n,n)",28,56,784,Greedy,419916,2
"Grafo Bipartito K(n,n)",28,56,784,Welsh-Powell,458208,2
"Grafo Bipartito K(n,n)",29,58,841,Greedy,446875,2
"Grafo Bipartito K(n,n)",29,58,841,Welsh-Powell,480917,2
"Grafo Bipartito K(n,n)",30,60,900,Greedy,476417,2
"Grafo Bipartito K(n,n)",30,60,900,Welsh-Powell,503416,2
"Grafo Bipartito K(n,n)",31,62,961,Greedy,477208,2
"Grafo Bipartito K(n,n)",31,62,961,Welsh-Powell,516667,2
"Grafo Bipartito K(n,n)",32,64,1024,Greedy,544625,2
"Grafo Bipartito K(n,n)",32,64,1024,Welsh-Powell,571125,2
"Grafo Bipartito K(n,n)",33,66,1089,Greedy,566583,2
"Grafo Bipartito K(n,n)",33,66,1089,Welsh-Powell,600166,2
"Grafo Bipartito K(n,n)",34,68,1156,Greedy,605584,2
"Grafo Bipartito K(n,n)",34,68,1156,Welsh-Powell,642500,2
"Grafo Bipartito K(n,n)",35,70,1225,Greedy,600792,2
"Grafo Bipartito K(n,n)",35,70,1225,Welsh-Powell,643708,2
"Grafo Bipartito K(n,n)",36,72,1296,Greedy,638208,2
"Grafo Bipartito K(n,n)",36,72,1296,Welsh-Powell,680833,2
"Grafo Bipartito K(n,n)",37,74,1369,Greedy,671666,2
"Grafo Bipartito K(n,n)",37,74,1369,Welsh-Powell,714708,2
"Grafo Bipartito K(n,n)",38,76,1444,Greedy,748916,2
"Grafo Bipartito K(n,n)",38,76,1444,Welsh-Powell,780667,2
"Grafo Bipartito K(n,n)",39,78,1521,Greedy,740916,2
"Grafo Bipartito K(n,n)",39,78,1521,Welsh-Powell,795042,2
"Grafo Bipartito K(n,n)",40,80,1600,Greedy,807000,2
"Grafo Bipartito K(n,n)",40,80,1600,Welsh-Powell,866750,2
"Grafo Bipartito K(n,n)",41,82,1681,Greedy,853667,2
"Grafo Bipartito K(n,n)",41,82,1681,Welsh-Powell,913625,2
"Grafo Bipartito K(n,n)",42,84,1764,Greedy,861708,2
"Grafo Bipartito K(n,n)",42,84,1764,Welsh-Powell,904250,2
"Grafo Bipartito K(n,n)",43,86,1849,Greedy,893917,2
"Grafo Bipartito K(n,n)",43,86,1849,Welsh-Powell,944041,2
"Grafo Bipartito K(n,n)",44,88,1936,Greedy,939709,2
"Grafo Bipartito K(n,n)",44,88,1936,Welsh-Powell,985584,2
"Grafo Bipartito K(n,n)",45,90,2025,Greedy,977916,2
"Grafo Bipartito K(n,n)",45,90,2025,Welsh-Powell,1029167,2
"Grafo Bipartito K(n,n)",46,92,2116,Greedy,1021250,2
"Grafo Bipartito K(n,n)",46,92,2116,Welsh-Powell,1083166,2
"Grafo Bipartito K(n,n)",47,94,2209,Greedy,1080250,2
"Grafo Bipartito K(n,n)",47,94,2209,Welsh-Powell,1140084,2
"Grafo Bipartito K(n,n)",48,96,2304,Greedy,1110792,2
